mileage,make,model,fuel,gear,offerType,price,hp,year
17910,smart,forFour,Gasoline,Automatic,Used,10650,71,2019
9638,Fiat,500,Gasoline,Manual,Used,10775,69,2019
2000,Opel,Corsa,Gasoline,Manual,Used,10790,90,2019
8400,Skoda,Fabia,Gasoline,Manual,Used,10790,60,2019
13300,smart,forTwo,Gasoline,Automatic,Used,10800,71,2019
5226,Hyundai,i10,Gasoline,Automatic,Used,10800,67,2019
16052,smart,forTwo,Gasoline,Manual,Used,10860,71,2019
7500,Renault,Twingo,Gasoline,Manual,Demonstration,10880,92,2019
11281,Audi,A5,Diesel,Automatic,Employee's car,51480,231,2020
27163,Audi,A6,Diesel,Automatic,Employee's car,55980,286,2020
12300,Volkswagen,T6 Multivan,Diesel,Manual,Pre-registered,57900,150,2020
12400,Volkswagen,T6 Multivan,Diesel,Manual,Used,57900,150,2020
14000,Mercedes-Benz,E 300,Electric/Diesel,Automatic,Used,59890,194,2020
4904,Audi,e-tron,Electric,Automatic,Employee's car,59980,215,2020
18771,Audi,A7,Diesel,Automatic,Employee's car,60980,286,2020
16900,Mercedes-Benz,GLE 350,Diesel,Automatic,Used,79990,272,2020
30,Porsche,Boxster,Gasoline,Manual,Used,119000,420,2020
25,Mercedes-Benz,S 500,Gasoline,Automatic,Used,153400,435,2020
27958,Mitsubishi,Space Star,Gasoline,Manual,Used,8000,71,2020
27958,Mitsubishi,Space Star,Gasoline,Manual,Used,8000,71,2020
28100,Mitsubishi,Space Star,Gasoline,Manual,Used,8290,71,2020
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,8990,72,2020
25,Fiat,Panda,Gasoline,Manual,Pre-registered,9190,69,2020
25,Fiat,Panda,Gasoline,Manual,Pre-registered,9190,69,2020
10,Fiat,Panda,Gasoline,Manual,Pre-registered,9220,69,2020
10,Fiat,Panda,Gasoline,Manual,Pre-registered,9220,69,2020
10,Fiat,Panda,Gasoline,Manual,Pre-registered,9220,69,2020
10,Fiat,Panda,Gasoline,Manual,Pre-registered,9220,69,2020
50,Suzuki,Swift,Gasoline,Manual,Pre-registered,14785,83,2021
10,Fiat,Panda,Gasoline,Manual,Pre-registered,14788,86,2021
7,Hyundai,i20,Gasoline,Manual,Pre-registered,14790,84,2021
11,Hyundai,i20,Gasoline,Manual,Pre-registered,14790,84,2021
11,Hyundai,i20,Gasoline,Manual,Pre-registered,14790,84,2021
11,Hyundai,i20,Gasoline,Manual,Pre-registered,14790,84,2021
11,Hyundai,i20,Gasoline,Manual,Pre-registered,14790,84,2021
11,Hyundai,i20,Gasoline,Manual,Pre-registered,14790,84,2021
12,Hyundai,i20,Gasoline,Manual,Pre-registered,14790,84,2021
2900,Opel,Corsa,Gasoline,Manual,Used,14790,75,2021
10,SEAT,Ibiza,Gasoline,Manual,Pre-registered,14873,110,2021
0,Nissan,Micra,Gasoline,Manual,Pre-registered,14875,92,2021
11,Nissan,Micra,Gasoline,Manual,Pre-registered,14875,92,2021
11,Nissan,Micra,Gasoline,Manual,Pre-registered,14875,92,2021
10,Nissan,Micra,Gasoline,Manual,Pre-registered,14875,92,2021
11,Nissan,Micra,Gasoline,Manual,Pre-registered,14875,92,2021
1000,Peugeot,108,Gasoline,Manual,Used,14890,72,2021
10,Skoda,Fabia,Gasoline,Manual,Employee's car,14890,95,2021
10,Skoda,Fabia,Gasoline,Manual,Employee's car,14890,95,2021
10,Skoda,Fabia,Gasoline,Manual,Employee's car,14890,95,2021
171000,Volkswagen,Golf,Diesel,Manual,Used,7900,140,2011
103000,Chevrolet,Cruze,Gasoline,Manual,Used,3950,124,2011
131200,Skoda,Octavia,Gasoline,Manual,Used,6125,105,2011
70000,Renault,Scenic,Gasoline,Manual,Used,6390,110,2011
109000,BMW,X3,Diesel,Manual,Used,12990,184,2011
90000,Toyota,Aygo,Gasoline,Manual,Used,3990,68,2011
93000,Fiat,Grande Punto,Gasoline,Manual,Used,4290,69,2011
99000,Volkswagen,Polo,Gasoline,Manual,Used,5500,60,2011
119000,Opel,Zafira,Diesel,Manual,Used,5990,125,2011
128000,Opel,Astra,Diesel,Manual,Used,6490,125,2011
149999,Volkswagen,Golf,Diesel,Manual,Used,6599,105,2011
120525,Mercedes-Benz,A 180,Diesel,Manual,Used,6900,109,2011
148000,Volkswagen,Golf,Gasoline,Automatic,Used,7600,122,2011
119914,Citroen,C4,Diesel,Manual,Used,7900,150,2011
171000,Audi,A3,Gasoline,Automatic,Used,8500,125,2011
86214,Ford,Focus,Gasoline,Manual,Used,8890,150,2011
58200,Mercedes-Benz,A 160,Diesel,Automatic,Used,8900,82,2011
97187,Audi,A1,Gasoline,Manual,Used,8900,86,2011
97000,Audi,A1,Gasoline,Manual,Used,8990,122,2011
220000,Volkswagen,Sharan,Diesel,Manual,Used,9250,140,2011
83542,Ford,Focus,Gasoline,Manual,Used,7490,101,2012
264220,Mercedes-Benz,B 180,Gasoline,Manual,Used,6600,122,2012
71490,Renault,Clio,Gasoline,Automatic,Used,6900,111,2012
127490,Nissan,Qashqai,Gasoline,Automatic,Used,8800,141,2012
159500,Ford,S-Max,Diesel,Manual,Used,9950,163,2012
27500,Ford,Focus,Gasoline,Manual,Used,11980,150,2012
170490,Mercedes-Benz,Viano,Diesel,Automatic,Used,18290,224,2012
46999,Audi,A6,Gasoline,Automatic,Used,18890,179,2012
21500,Mercedes-Benz,SLK 200,Gasoline,Automatic,Used,24900,184,2012
133690,SEAT,Mii,Gasoline,Manual,Used,3290,60,2012
85655,Renault,Twingo,Gasoline,Manual,Used,3500,75,2012
237000,Citroen,C8,Diesel,Manual,Used,5500,136,2012
71000,Opel,Combo,Diesel,Manual,Used,5999,90,2012
125000,Opel,Astra,Gasoline,Manual,Used,6500,140,2012
219999,BMW,318,Diesel,Automatic,Used,6599,143,2012
127000,Mazda,6,Gasoline,Manual,Used,7500,155,2012
110900,Volkswagen,Golf,Gasoline,Manual,Used,7990,105,2012
96000,Volkswagen,Golf,Gasoline,Manual,Used,8490,105,2012
164000,Ford,Grand C-Max,Diesel,Manual,Used,8900,163,2012
90000,Nissan,Juke,Gasoline,Automatic,Used,9890,190,2012
96190,Ford,Focus,Gasoline,Manual,Used,6900,125,2013
46669,SEAT,Ibiza,Gasoline,Manual,Used,6990,69,2013
109044,Audi,A3,Diesel,Manual,Used,10480,140,2013
109281,Volkswagen,Golf,Diesel,Automatic,Used,13940,150,2013
66620,Ford,Fiesta,Gasoline,Manual,Used,7980,101,2013
102200,Volkswagen,Golf Plus,Diesel,Manual,Used,10345,105,2013
115890,Volkswagen,Polo,Gasoline,Automatic,Used,10900,179,2013
97990,Volkswagen,Tiguan,Diesel,Manual,Used,11400,110,2013
35450,Volkswagen,Polo,Gasoline,Automatic,Used,11690,179,2013
108000,Audi,Q3,Diesel,Automatic,Used,16400,177,2013
97987,Tesla,Model S,Electric,Automatic,Used,29199,306,2013
143000,BMW,X6 M,Diesel,Automatic,Used,29950,381,2013
54200,Chevrolet,Aveo,Gasoline,Manual,Used,4600,86,2013
100000,Ford,Focus,Gasoline,Manual,Used,6399,125,2013
120000,Fiat,500C,Gasoline,Manual,Used,6700,69,2013
118000,Ford,C-Max,Diesel,Automatic,Used,7990,116,2013
98800,Opel,Astra,Gasoline,Manual,Used,8900,140,2013
120000,Volkswagen,Touran,Diesel,Manual,Used,10950,140,2013
100000,Mercedes-Benz,A 180,Diesel,Manual,Used,11500,109,2013
155200,Mazda,CX-5,Diesel,Manual,Used,11900,150,2013
115250,Volkswagen,Caddy,Diesel,Manual,Used,7973,102,2014
132613,Audi,A3,Diesel,Manual,Used,10980,110,2014
54800,Audi,A3,Gasoline,Automatic,Used,14900,125,2014
120990,Volkswagen,Beetle,Diesel,Manual,Used,15900,140,2014
169125,Audi,TT,Gasoline,Automatic,Used,21480,230,2014
78500,Dodge,RAM,LPG,Automatic,Used,37890,401,2014
79500,Ford,Fiesta,Gasoline,Manual,Used,6900,101,2014
86000,Volkswagen,Polo,Diesel,Manual,Used,7490,75,2014
249567,Skoda,Superb,Diesel,Manual,Used,7990,170,2014
49290,Volkswagen,Polo,Gasoline,Manual,Used,8900,90,2014
88131,Opel,Mokka,Diesel,Manual,Used,9985,131,2014
87100,Ford,Mondeo,Gasoline,Manual,Used,11700,160,2014
61000,Volkswagen,Eos,Gasoline,Manual,Used,14200,122,2014
36562,Audi,A3,Electric/Gasoline,Automatic,Used,18445,150,2014
72259,Volkswagen,Golf,Gasoline,Manual,Used,18490,230,2014
80950,Volkswagen,T5 Transporter,Diesel,Manual,Used,18921,102,2014
38000,Peugeot,108,Gasoline,Manual,Used,5900,69,2014
84665,Kia,Picanto,Gasoline,Manual,Used,6600,69,2014
173000,Skoda,Octavia,Gasoline,Manual,Used,6990,105,2014
75917,Volkswagen,Polo,Diesel,Manual,Used,7500,75,2014
31690,Volkswagen,up!,Electric,Automatic,Used,9940,82,2015
94372,Opel,Insignia,Gasoline,Manual,Used,12755,170,2015
53200,Opel,Mokka,Gasoline,Automatic,Used,12860,140,2015
72504,Kia,Sportage,Gasoline,Manual,Used,14256,135,2015
188590,Volkswagen,T6 Multivan,Diesel,Manual,Used,23900,150,2015
122090,Audi,Q5,Diesel,Automatic,Used,24884,258,2015
37400,SEAT,Mii,Gasoline,Manual,Used,6880,60,2015
139800,Skoda,Rapid/Spaceback,Diesel,Manual,Used,7300,90,2015
59208,Opel,Corsa,Gasoline,Manual,Used,7450,90,2015
110000,SEAT,Leon,Diesel,Manual,Used,9900,150,2015
78700,Volkswagen,Polo,Gasoline,Manual,Used,9900,110,2015
135000,SEAT,Leon,Diesel,Manual,Used,11250,150,2015
28335,Ford,EcoSport,Gasoline,Manual,Used,11480,125,2015
83700,Skoda,Octavia,Diesel,Manual,Used,11900,105,2015
74380,SEAT,Leon,Gasoline,Manual,Used,12680,125,2015
174400,Audi,A4,Diesel,Manual,Used,12890,190,2015
75708,Volkswagen,Tiguan,Diesel,Manual,Used,13890,110,2015
140600,Volkswagen,Golf GTI,Gasoline,Manual,Used,13950,220,2015
66000,Volkswagen,Golf Sportsvan,Gasoline,Automatic,Used,14970,125,2015
138000,BMW,520,Diesel,Automatic,Used,15200,190,2015
103950,Volkswagen,Polo,Diesel,Manual,Used,8980,75,2016
29600,Volkswagen,Polo,Gasoline,Manual,Used,9550,60,2016
81000,Opel,Adam,Gasoline,Manual,Used,10670,116,2016
137900,Audi,A3,Diesel,Manual,Used,12880,150,2016
36062,Ford,Focus,Diesel,Automatic,Used,13370,120,2016
91500,Volkswagen,Golf,Gasoline,Manual,Used,13660,150,2016
48900,Skoda,Octavia,Diesel,Manual,Used,14440,150,2016
179790,Audi,A6,Diesel,Manual,Used,14900,190,2016
94680,SEAT,Leon,Gasoline,Automatic,Used,14980,150,2016
80750,Volkswagen,Passat Variant,Diesel,Manual,Used,14995,150,2016
78550,Volkswagen,Tiguan,Gasoline,Manual,Used,15890,150,2016
107890,Audi,A4,Diesel,Automatic,Used,18770,190,2016
56700,Hyundai,Tucson,Diesel,Automatic,Used,18870,141,2016
88705,Volkswagen,Tiguan,Diesel,Automatic,Used,21490,190,2016
95000,Skoda,Superb,Gasoline,Automatic,Used,21960,280,2016
54390,Audi,A6,Diesel,Automatic,Used,23645,190,2016
50923,Volvo,XC60,Diesel,Automatic,Used,23990,190,2016
11900,Skoda,Citigo,Gasoline,Automatic,Used,8960,60,2017
26600,Volkswagen,Polo,Gasoline,Manual,Used,8970,60,2017
55400,SEAT,Ibiza,Gasoline,Manual,Used,9440,90,2017
62146,Volkswagen,up!,Gasoline,Manual,Used,9640,90,2017
21900,Volkswagen,Polo,Gasoline,Manual,Used,10940,90,2017
62400,Audi,A1,Gasoline,Manual,Used,11886,95,2017
14777,Ford,Fiesta,Gasoline,Manual,Used,13490,101,2017
111480,Volkswagen,Passat Variant,Diesel,Manual,Used,13980,150,2017
149980,Audi,A4,Diesel,Manual,Used,15440,190,2017
51200,Audi,A1,Diesel,Automatic,Used,15900,90,2017
48700,Audi,Q2,Gasoline,Manual,Used,15900,116,2017
176000,Skoda,Karoq,Diesel,Manual,Used,15960,116,2017
31550,Audi,Q2,Gasoline,Manual,Used,16440,116,2017
119950,Audi,A3,Diesel,Automatic,Used,16450,150,2017
62015,Audi,A3,Diesel,Manual,Used,16480,150,2017
90150,SEAT,Ateca,Gasoline,Manual,Used,16790,150,2017
178990,Volkswagen,Tiguan,Diesel,Manual,Used,16900,150,2017
72350,Volkswagen,Passat Variant,Diesel,Manual,Used,16995,150,2017
20500,Volkswagen,Golf,Electric,Automatic,Used,17440,116,2017
98750,Volkswagen,Golf,Diesel,Automatic,Used,17980,184,2017
79319,Fiat,500,Gasoline,Manual,Used,8990,105,2018
42000,Skoda,Octavia,Gasoline,Manual,Used,12760,86,2018
43700,Audi,A1,Gasoline,Manual,Used,13401,95,2018
131590,Audi,A3,Gasoline,Automatic,Used,15800,150,2018
21538,Ford,Focus,Gasoline,Automatic,Used,15990,182,2018
49276,Volkswagen,Golf,Diesel,Automatic,Used,16940,150,2018
52111,Jeep,Renegade,Gasoline,Automatic,Used,16950,140,2018
68914,Volkswagen,Golf,Diesel,Manual,Used,17790,150,2018
12900,MINI,Cooper,Gasoline,Manual,Used,17980,136,2018
48900,Skoda,Octavia,Diesel,Manual,Used,18490,150,2018
104500,Skoda,Octavia,Diesel,Automatic,Used,18740,184,2018
154850,Volkswagen,Tiguan,Diesel,Automatic,Used,18980,150,2018
100300,Volkswagen,Golf,Diesel,Manual,Used,18980,184,2018
109400,Audi,Q2,Diesel,Automatic,Used,19440,116,2018
133850,Volkswagen,Tiguan,Diesel,Automatic,Used,19480,150,2018
173691,Volkswagen,Tiguan,Diesel,Automatic,Used,19870,150,2018
98800,Audi,A3,Diesel,Manual,Used,20700,150,2018
55300,Audi,Q3,Gasoline,Manual,Used,20880,125,2018
135500,Volkswagen,Golf,Diesel,Automatic,Used,21440,184,2018
63100,Audi,Q3,Gasoline,Automatic,Used,21600,150,2018
21200,Skoda,Fabia,Gasoline,Manual,Used,10690,60,2019
12200,Skoda,Fabia,Gasoline,Manual,Used,10890,60,2019
11000,Fiat,500,Gasoline,Manual,Demonstration,11790,69,2019
27871,Fiat,500,Gasoline,Manual,Used,11800,65,2019
23116,Fiat,500,Gasoline,Manual,Used,11800,65,2019
4561,Ford,Fiesta,Gasoline,Manual,Used,12650,86,2019
29600,Volkswagen,Polo,Gasoline,Manual,Used,12790,80,2019
7400,SEAT,Ibiza,Gasoline,Manual,Used,12945,80,2019
21165,Volkswagen,up!,Gasoline,Manual,Used,12980,75,2019
5150,Volkswagen,Polo,Gasoline,Manual,Demonstration,13440,65,2019
24324,SEAT,Ibiza,Gasoline,Manual,Used,13450,95,2019
7500,Volkswagen,up!,Gasoline,Manual,Used,13880,75,2019
12007,Ford,Ka/Ka+,Gasoline,Manual,Used,14342,86,2019
19100,Volkswagen,Golf,Diesel,Manual,Used,14940,116,2019
9733,Ford,C-Max,Gasoline,Manual,Used,14990,101,2019
10950,Volkswagen,Golf,Diesel,Manual,Used,15680,116,2019
96474,Audi,A3,Diesel,Manual,Used,16880,116,2019
11000,Mazda,CX-3,Gasoline,Manual,Demonstration,16950,121,2019
10701,Ford,C-Max,Gasoline,Manual,Used,17686,125,2019
11303,Ford,EcoSport,Gasoline,Manual,Used,17737,125,2019
50,Mitsubishi,Space Star,Gasoline,Manual,Pre-registered,9375,71,2020
50,Mitsubishi,Space Star,Gasoline,Manual,Pre-registered,9675,71,2020
4700,Skoda,Fabia,Gasoline,Manual,Used,10740,60,2020
10,Fiat,Panda,Gasoline,Manual,Pre-registered,10790,69,2020
12000,Fiat,500,Electric/Gasoline,Manual,Demonstration,13950,69,2020
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,14830,95,2020
20,Ford,Fiesta,Gasoline,Manual,Pre-registered,15480,95,2020
1575,Ford,Fiesta,Gasoline,Manual,Used,15490,95,2020
3800,SEAT,Mii,Electric,Automatic,Used,15840,83,2020
100,SEAT,Ibiza,Gasoline,Manual,Pre-registered,15940,116,2020
300,Hyundai,i30,Gasoline,Manual,Pre-registered,16380,120,2020
18654,Ford,Fiesta,Gasoline,Manual,Employee's car,16490,125,2020
755,Ford,Fiesta,Gasoline,Manual,Employee's car,16580,125,2020
10,Hyundai,i10,Gasoline,Manual,Pre-registered,16880,101,2020
8206,Ford,EcoSport,Gasoline,Manual,Demonstration,16980,125,2020
9484,Fiat,500X,Gasoline,Manual,Used,16990,120,2020
20,Ford,Fiesta,Gasoline,Manual,Pre-registered,17280,140,2020
19300,Skoda,Octavia,Gasoline,Manual,Used,17440,116,2020
15988,Ford,Focus,Gasoline,Manual,Used,17450,101,2020
3690,Skoda,Scala,Gasoline,Automatic,Used,17880,116,2020
10,Hyundai,i20,Gasoline,Manual,Pre-registered,15980,101,2021
1500,Nissan,Micra,Gasoline,Manual,Demonstration,16980,101,2021
3000,Hyundai,i20,Gasoline,Automatic,Demonstration,18880,101,2021
2,Mazda,CX-3,Gasoline,Manual,Demonstration,19790,121,2021
1000,SEAT,Ibiza,Gasoline,Automatic,Demonstration,20890,150,2021
20,Ford,Puma,Gasoline,Manual,Pre-registered,20990,155,2021
10,Hyundai,i20,Gasoline,Automatic,Pre-registered,22880,120,2021
75,Skoda,Kamiq,CNG,Manual,Pre-registered,22890,90,2021
10,Nissan,Qashqai,Gasoline,Automatic,Pre-registered,27445,158,2021
2500,SEAT,Ateca,Gasoline,Manual,Demonstration,27460,150,2021
9999,SEAT,Ibiza,Gasoline,Automatic,Used,27980,150,2021
20,Skoda,Octavia,Electric/Gasoline,Automatic,Pre-registered,27980,150,2021
6500,Audi,A1,Gasoline,Automatic,Demonstration,29890,110,2021
10,Mazda,CX-30,Electric/Gasoline,Automatic,Demonstration,29900,186,2021
10,SEAT,Ateca,Gasoline,Automatic,Pre-registered,30680,150,2021
2500,Nissan,Qashqai,Diesel,Automatic,Demonstration,30990,150,2021
10,Nissan,X-Trail,Diesel,Automatic,Pre-registered,31480,150,2021
10,Hyundai,i30,Gasoline,Automatic,Pre-registered,31880,159,2021
122922,Mercedes-Benz,E 200,Gasoline,Manual,Used,11899,184,2011
118000,Audi,Q5,Diesel,Automatic,Used,16999,170,2011
57000,Fiat,Punto Evo,Gasoline,Manual,Used,3840,68,2011
116000,Nissan,Qashqai,Gasoline,Manual,Used,7740,117,2011
170000,BMW,320,Diesel,Manual,Used,7900,184,2011
96500,Mercedes-Benz,E 350,Gasoline,Automatic,Used,17950,272,2011
105588,BMW,523,Gasoline,Manual,Used,19390,204,2011
28410,Jaguar,XK,Gasoline,Automatic,Used,43955,385,2011
95000,Nissan,Pixo,Gasoline,Manual,Used,3250,68,2011
83000,Chevrolet,Spark,Gasoline,Manual,Used,3490,68,2011
79000,Renault,Twingo,Gasoline,Manual,Used,3790,75,2011
60000,SEAT,Ibiza,Gasoline,Manual,Used,5800,86,2011
117080,Opel,Astra,Gasoline,Manual,Used,6380,140,2011
133800,Skoda,Octavia,Gasoline,Manual,Used,7880,160,2011
121160,Volkswagen,Tiguan,Gasoline,Manual,Used,7980,122,2011
77315,Fiat,500,Gasoline,Manual,Used,8280,101,2011
197500,BMW,120,Diesel,Manual,Used,8300,177,2011
79000,Honda,Accord,Gasoline,Manual,Used,9950,156,2011
100611,Lada,Priora,Gasoline,Manual,Used,1190,98,2011
194734,Nissan,Pixo,Gasoline,Manual,Used,1999,68,2011
125000,Toyota,Verso-S,Diesel,Manual,Used,5599,90,2012
92512,Ford,C-Max,Gasoline,Manual,Used,7900,125,2012
78274,Mercedes-Benz,B 200,Gasoline,Manual,Used,9399,156,2012
131000,Mercedes-Benz,GLK 220,Diesel,Manual,Used,12999,170,2012
313000,Audi,A7,Diesel,Automatic,Used,13899,245,2012
106093,Audi,A4,Gasoline,Automatic,Used,14982,170,2012
138629,Mercedes-Benz,E 500,Gasoline,Automatic,Used,22900,408,2012
155000,Skoda,Roomster,Gasoline,Manual,Used,4500,86,2012
59190,Dacia,Logan,Gasoline,Manual,Used,4980,84,2012
140000,Mercedes-Benz,A 160,Gasoline,Manual,Used,5640,95,2012
150000,Citroen,Berlingo,Diesel,Automatic,Used,7880,92,2012
111000,Peugeot,3008,Electric/Diesel,Automatic,Used,7940,163,2012
100000,Volkswagen,Passat Variant,Gasoline,Manual,Used,9490,122,2012
93000,Audi,A3,Gasoline,Manual,Used,9940,122,2012
55000,Mercedes-Benz,B 180,Gasoline,Manual,Used,12940,122,2012
193000,Audi,Q7,Diesel,Automatic,Used,14950,204,2012
43263,BMW,X1,Gasoline,Automatic,Used,15990,184,2012
79247,Mercedes-Benz,E 200,Gasoline,Automatic,Used,16999,184,2012
170000,Land,Rover Range Rover Sport,Diesel,Automatic,Used,18460,256,2012
132731,Mercedes-Benz,S 350,Diesel,Automatic,Used,21990,258,2012
76520,Skoda,Citigo,Gasoline,Manual,Used,6900,75,2013
76000,Hyundai,i30,Gasoline,Manual,Used,6990,99,2013
112000,Chevrolet,Orlando,Gasoline,Manual,Used,6990,140,2013
208000,Volkswagen,Jetta,Diesel,Automatic,Used,7999,140,2013
54000,Volkswagen,Golf,Gasoline,Manual,Used,8985,80,2013
175000,Mercedes-Benz,C 180,Gasoline,Manual,Used,9699,156,2013
205000,Mercedes-Benz,E 200,Gasoline,Automatic,Used,9999,184,2013
92000,BMW,318,Diesel,Manual,Used,12899,143,2013
85000,Mercedes-Benz,A 180,Diesel,Automatic,Used,12999,109,2013
97000,Mercedes-Benz,GLK 200,Diesel,Manual,Used,14999,143,2013
82000,Volkswagen,Amarok,Diesel,Automatic,Used,19999,179,2013
142088,Mercedes-Benz,CLS 350,Diesel,Automatic,Used,22399,265,2013
209000,Kia,Ceed SW / cee'd SW,Gasoline,Manual,Used,4400,125,2013
109799,Volkswagen,up!,Gasoline,Manual,Used,4748,60,2013
91000,Kia,Ceed / cee'd,Gasoline,Manual,Used,7900,135,2013
41000,Toyota,Aygo,Gasoline,Automatic,Used,7990,68,2013
124746,Volvo,V40,Diesel,Automatic,Used,9990,150,2013
121500,Volkswagen,Golf,Diesel,Automatic,Used,10799,105,2013
122900,Mercedes-Benz,A 180,Gasoline,Manual,Used,11490,122,2013
99819,Ford,Transit,Diesel,Manual,Used,11980,125,2013
92474,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8990,105,2014
124035,Volvo,V40,Gasoline,Manual,Used,9750,120,2014
148000,Mazda,6,Diesel,Automatic,Used,9880,150,2014
105553,Ford,Mondeo,Diesel,Manual,Used,11900,163,2014
79412,Volvo,V60,Diesel,Automatic,Used,12900,114,2014
70000,Hyundai,i40,Diesel,Automatic,Used,12990,136,2014
76767,Audi,A6,Diesel,Automatic,Used,20900,245,2014
69986,Audi,A5,Gasoline,Manual,Used,23990,224,2014
210800,Audi,A4,Diesel,Manual,Used,9500,163,2014
57500,Hyundai,iX35,Gasoline,Manual,Used,10750,135,2014
117255,BMW,X1,Diesel,Manual,Used,11980,143,2014
67300,Audi,A1,Gasoline,Manual,Used,11990,86,2014
76123,Mercedes-Benz,A 180,Gasoline,Automatic,Used,14990,122,2014
80521,BMW,320,Gasoline,Automatic,Used,16980,184,2014
71169,BMW,320,Diesel,Automatic,Used,17390,184,2014
173828,Audi,A6,Diesel,Automatic,Used,17490,204,2014
88939,Mercedes-Benz,A 250,Gasoline,Automatic,Used,17990,211,2014
90000,BMW,320,Diesel,Automatic,Used,22940,184,2014
16053,Mercedes-Benz,Sprinter,Gasoline,Manual,Used,22990,156,2014
92985,BMW,X5,Diesel,Automatic,Used,28979,258,2014
102000,Hyundai,iX20,Diesel,Manual,Used,6200,116,2015
64225,Ford,C-Max,Gasoline,Manual,Used,10900,125,2015
55461,Mazda,CX-3,Diesel,Manual,Used,14900,105,2015
64214,Audi,A3,Gasoline,Manual,Used,15450,125,2015
57000,Ford,Mondeo,Gasoline,Manual,Used,16790,160,2015
97866,Mercedes-Benz,E 220,Diesel,Manual,Used,17499,170,2015
56507,Audi,A3,Diesel,Manual,Used,18777,110,2015
86025,Audi,A6,Diesel,Automatic,Used,22900,190,2015
79402,Mercedes-Benz,E 400,Gasoline,Automatic,Used,28999,333,2015
30000,Audi,R8,Gasoline,Automatic,Used,78999,430,2015
83000,Skoda,Fabia,Gasoline,Manual,Used,6390,60,2015
43675,Nissan,Note,Gasoline,Manual,Used,8349,80,2015
97600,Opel,Astra,Gasoline,Manual,Used,8740,140,2015
24233,Kia,Rio,Gasoline,Manual,Used,8970,86,2015
105307,Ford,EcoSport,Gasoline,Manual,Used,8990,125,2015
110000,Citroen,Berlingo,Diesel,Manual,Used,10690,114,2015
99000,Volkswagen,Golf Variant,Diesel,Automatic,Used,11340,110,2015
93000,Ford,Kuga,Gasoline,Manual,Used,11490,150,2015
147680,Volkswagen,Passat Variant,Diesel,Manual,Used,11699,150,2015
75674,Volkswagen,Caddy,Diesel,Manual,Used,11900,102,2015
59420,Dacia,Logan,Gasoline,Manual,Used,8900,73,2016
87000,Skoda,Rapid/Spaceback,Diesel,Manual,Used,9950,116,2016
29615,Dacia,Sandero,Gasoline,Manual,Used,10900,90,2016
89986,Hyundai,i40,Diesel,Manual,Used,11450,116,2016
107515,Mercedes-Benz,CLA 200,Diesel,Manual,Used,14499,136,2016
67856,Volkswagen,Golf,Gasoline,Automatic,Used,17900,150,2016
65130,Mercedes-Benz,C 200,Gasoline,Manual,Used,18899,184,2016
63348,Volkswagen,Touran,Diesel,Manual,Used,18900,110,2016
66799,Skoda,Superb,Gasoline,Manual,Used,19450,150,2016
38000,Mazda,CX-5,Gasoline,Automatic,Used,19890,192,2016
63923,Mercedes-Benz,E 200,Gasoline,Manual,Used,19999,184,2016
79925,BMW,520,Diesel,Automatic,Used,20900,190,2016
50351,Audi,A3,Gasoline,Automatic,Used,21222,150,2016
60000,BMW,M5,Gasoline,Automatic,Used,40999,560,2016
137920,Mercedes-Benz,GLE 350,Diesel,Automatic,Used,41899,258,2016
149230,Ford,C-Max,Diesel,Manual,Used,8450,120,2016
44805,Volkswagen,Polo,Gasoline,Manual,Used,9450,60,2016
124894,Ford,Mondeo,Diesel,Manual,Used,10990,150,2016
35900,Mercedes-Benz,Citan,Diesel,Manual,Used,11677,90,2016
158000,Mercedes-Benz,Citan,Diesel,Manual,Used,6399,75,2017
126600,Mercedes-Benz,Citan,Diesel,Manual,Used,7723,75,2017
49350,Volkswagen,up!,Gasoline,Manual,Used,8332,60,2017
40000,Volkswagen,up!,Gasoline,Manual,Used,10985,90,2017
73411,Volkswagen,Caddy,Gasoline,Manual,Used,12377,102,2017
26336,Mazda,CX-3,Gasoline,Manual,Used,14480,120,2017
122580,Volkswagen,Golf,Diesel,Manual,Used,14987,150,2017
15000,Volkswagen,Golf,Gasoline,Manual,Used,15325,125,2017
124995,Mercedes-Benz,CLA 200,Diesel,Automatic,Used,15999,136,2017
48306,Skoda,Superb,Gasoline,Manual,Used,17444,150,2017
29525,Renault,Kadjar,Gasoline,Manual,Used,17900,163,2017
24500,Volkswagen,Golf,Gasoline,Automatic,Used,18950,150,2017
28350,Audi,Q2,Gasoline,Manual,Used,19345,150,2017
128564,Mercedes-Benz,E 220,Diesel,Automatic,Used,19499,194,2017
33200,Volkswagen,Golf,Electric,Automatic,Used,19666,136,2017
74901,Ford,Focus,Gasoline,Manual,Used,19900,250,2017
34624,Mazda,CX-5,Gasoline,Manual,Used,19980,165,2017
62618,Volkswagen,Passat Variant,Gasoline,Automatic,Used,20900,150,2017
42500,Volkswagen,Golf,Gasoline,Manual,Used,20964,230,2017
29830,Volkswagen,Tiguan,Gasoline,Manual,Used,21866,150,2017
71839,Skoda,Fabia,Diesel,Manual,Used,10490,90,2018
132068,Skoda,Octavia,Diesel,Manual,Used,12290,116,2018
